Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
28-06-2011,597.9,590.2,611.5,590.2,606,605.5,603.36,10364
29-06-2011,605.5,599.95,619,580.2,619,616.4,609.99,6106
30-06-2011,616.4,602,619,602,610,609.9,613.18,11013
01-07-2011,609.9,625,639,595.1,624.65,620.8,616.71,7265
04-07-2011,620.8,621,635,621,625.1,628.6,629.25,19118
05-07-2011,628.6,629,645,614.05,617.05,618.6,622.07,12506
06-07-2011,618.6,611.1,628.5,611.1,628,626.45,625.51,5321
07-07-2011,626.45,620.2,644,620.2,640,640.4,636.41,34243
08-07-2011,640.4,642,644.7,628.05,631.9,636.4,638.25,21836
11-07-2011,636.4,628,640,628,639.8,639.4,637.16,6944
12-07-2011,639.4,620.2,636,616.05,631.5,631.75,627.61,13583
13-07-2011,631.75,635,728.6,635,682,684.95,680.23,833651
14-07-2011,684.95,685,716,680,709.9,707.35,706.21,521959
15-07-2011,707.35,707.5,723,691,717.5,717.5,710.39,127069
18-07-2011,717.5,721,727.9,717,721.95,721.25,721.03,151049
19-07-2011,721.25,723.3,780,718.1,733,738.3,753.63,208210
20-07-2011,738.3,749.5,754.75,715,726.05,727.25,738.96,48918
21-07-2011,727.25,730,730,702,720,711.8,716.97,34673
22-07-2011,711.8,720,730.8,713,728,727.2,720.87,67350
25-07-2011,727.2,734.4,734.4,719,731,725.45,726.06,87627
26-07-2011,725.45,719.55,737.8,701.1,705.95,706,720.11,41855
27-07-2011,706,706,723.8,700.1,704,705.15,714.91,35139
28-07-2011,705.15,705,715,690,691,693,698.83,22937
29-07-2011,693,680.1,704.65,680.1,700,700.65,699.29,6053
01-08-2011,700.65,700.1,716,693,709.9,710.15,708.51,12253
02-08-2011,710.15,694,714.8,694,711.05,711.9,710.99,42654
03-08-2011,711.9,680.1,710.75,673,681.6,689,693.41,28062
04-08-2011,689,690,704.6,680,680,682.15,689.01,10725
05-08-2011,682.15,671,697,651,689.85,689.85,678.93,22709
08-08-2011,689.85,665,684.9,650,678,678.15,669.72,28095
09-08-2011,678.15,665,688.75,644.1,671,671,677.29,166881
10-08-2011,671,671.05,700,671.05,696,697.9,693.93,110811
11-08-2011,697.9,671,706.95,671,682.05,687.05,691.72,4426
12-08-2011,687.05,710.9,724.75,680.25,710,708.4,704.44,43028
16-08-2011,708.4,710,714.9,690.2,710,701.45,701.59,24088
17-08-2011,701.45,710,717,682.35,694,693.1,701.76,24868
18-08-2011,693.1,702,702,656.95,674.4,673.45,674.92,26215
19-08-2011,673.45,665,668,628,643.8,637.65,639.33,70541
