Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
27-01-2006,454.75,454,478,450,478,471.65,466.02,28567
30-01-2006,471.65,461.1,518.85,461.1,518.85,518.8,496.29,65669
31-01-2006,518.8,544.9,544.9,509,511.75,513.25,517.06,15761
01-02-2006,513.25,478,515,469.7,512.95,510.95,510.36,26600
02-02-2006,510.95,521.5,521.5,492,502,501.3,503.52,6185
03-02-2006,501.3,501.15,510.5,501.15,504.05,504.05,507.06,4307
06-02-2006,504.05,501,517.45,501,505,505,506.68,2678
07-02-2006,505,514,530,508.5,515.05,517.05,520.99,7898
08-02-2006,517.05,482,519.7,482,502.55,503.2,506.1,2898
10-02-2006,503.2,509.95,515,503,513,508.95,509.93,2713
13-02-2006,508.95,503.05,522,503.05,519.9,517.5,517.37,5435
14-02-2006,517.5,515,522,512.5,515,515.15,515.49,5248
15-02-2006,515.15,511,554.9,511,550,546.95,534.95,17309
16-02-2006,546.95,549.95,571.1,535,545,545.2,558.67,19018
17-02-2006,545.2,532,540,527.2,530,532.05,531.78,5242
20-02-2006,532.05,510.15,549.95,510.15,548.5,545.65,523.86,2909
21-02-2006,545.65,534,551.55,534,545,547.8,544.45,7930
22-02-2006,547.8,568,568,550.1,552.55,554.4,558.3,9402
23-02-2006,554.4,565,575,557,558,559.8,562.84,7151
24-02-2006,559.8,565,571.45,555,560.1,562.2,567.55,12466
27-02-2006,562.2,570,570.65,560,569,567.35,568.39,7996
28-02-2006,567.35,565,565,520.5,550,550.1,544.74,6525
01-03-2006,550.1,541,560.95,535,549.35,545.55,542.52,11010
02-03-2006,545.55,551,583,550,573,574.85,565.58,113329
03-03-2006,574.85,575,575,568.5,574.5,574.95,572.96,4183
06-03-2006,574.95,574,585,574,577.05,578.6,579.62,6515
07-03-2006,578.6,580,583.75,575,581,581.85,578.98,4475
08-03-2006,581.85,573.05,584.95,573.05,579,576.9,578.85,4543
09-03-2006,576.9,579.95,579.95,551.6,570,570,565.95,3280
10-03-2006,570,531,580.9,524.4,570.05,577.6,573.66,10123
13-03-2006,577.6,572.25,580,560,561.3,563.05,573.7,12206
14-03-2006,563.05,552.15,556,546.45,550,549.4,551.8,2448
16-03-2006,549.4,549,550,535,535.4,538,542.78,2282
17-03-2006,538,505.55,540,505.55,520,522.8,525.73,7927
20-03-2006,522.8,524,525,510,510.1,512.15,520.48,1815
21-03-2006,512.15,519.95,519.95,500,500,502.05,507.71,7210
22-03-2006,502.05,500,525.9,498,525.9,515.5,509.09,8876
23-03-2006,515.5,529,537.9,515.45,530,523,528.06,2486
24-03-2006,523,544.9,568,506,555.4,559.95,547.28,10232
27-03-2006,559.95,556,563.65,522.15,541,546.7,556.81,5930
28-03-2006,546.7,518.1,555,518,555,540.35,540.54,5074
29-03-2006,540.35,539,560,535,540,540,540.76,11801
30-03-2006,540,540,545,526.3,526.4,530.85,537.24,1967
31-03-2006,530.85,528,558,520.05,550,535.25,532.82,4094
03-04-2006,535.25,525,536,524,531,532.45,530.19,4402
04-04-2006,532.45,534.65,560,524,550,554.65,544.95,11847
05-04-2006,554.65,555,558,535,541,544.2,552.93,7898
07-04-2006,544.2,520.15,548.5,520,530,523.7,530.82,7433
10-04-2006,523.7,525,540,520.1,534.95,534.2,530.39,9382
12-04-2006,534.2,520,552,520,535,534.65,538.74,8081
13-04-2006,534.65,522.6,533.95,498,508.05,518.25,513.61,6300
17-04-2006,518.25,519,530,499,501,503.6,504.86,5492
18-04-2006,503.6,501.5,520,501.5,515.5,516.75,511.36,4197
19-04-2006,516.75,556,556,510,510,510.65,514.61,9142
20-04-2006,510.65,512,525,504,510,507.95,509.86,3640
21-04-2006,507.95,510.5,522,500.5,512,514.45,510.78,9112
24-04-2006,514.45,512,519.95,502,519.95,513.45,511.08,4424
25-04-2006,513.45,505,510,500,500,503.25,505.87,2789
26-04-2006,503.25,514,514,496,496,499.2,499.68,5451
27-04-2006,499.2,505.45,505.45,489,489,490.15,494.92,3987
28-04-2006,490.15,490,492,475,485,479.75,487.21,4643
29-04-2006,479.75,490,490,475,475,485.05,487.54,1148
02-05-2006,485.05,490,500,480,486,484.3,485.09,2538
03-05-2006,484.3,499.7,502.95,490,496.5,500.45,494.92,4397
04-05-2006,500.45,500,540,496,524.1,527.65,523.73,8978
05-05-2006,527.65,526,538.9,526,531,527.4,528,7486
08-05-2006,527.4,514.2,529,502,529,511.85,512.3,6126
09-05-2006,511.85,507.1,512,505.25,510,510,508.55,3106
10-05-2006,510,523.45,523.45,504.25,506,506.15,510.18,554
11-05-2006,506.15,505,510,499.25,499.25,499.6,504.06,5166
12-05-2006,499.6,510,510,491,494.05,498.1,497.61,2345
15-05-2006,498.1,499,499,464.45,483,484.1,487.26,7134
16-05-2006,484.1,499.9,500,450.8,477,473.5,476.05,5372
17-05-2006,473.5,480,490.5,480,490,489.35,489.62,15009
18-05-2006,489.35,490,490,448,457.9,454.35,470.54,29665
19-05-2006,454.35,448,449.95,416,440.05,440.2,439.25,35197
22-05-2006,440.2,412,440,412,439,435.5,431,12239
23-05-2006,435.5,402.1,469,402.1,444,440.1,438.31,8435
24-05-2006,440.1,430,440,412,420,416.9,428.61,1504
25-05-2006,416.9,353.05,467.8,353.05,466.95,463.35,439.92,8602
26-05-2006,463.35,480,480,435.05,444.9,445.35,449.26,3214
29-05-2006,445.35,489,489,441.2,480,474.15,470.47,4841
30-05-2006,474.15,490,490,456.55,480,480.25,476.82,2459
31-05-2006,480.25,480,480,445,460,453.5,457.89,9219
01-06-2006,453.5,436,452.9,425,426,426.15,433.95,1569
02-06-2006,426.15,423,440,390.1,440,432.35,421.86,3271
05-06-2006,432.35,448,449,417,417,417.9,421.22,307
06-06-2006,417.9,416,416,380.2,385.1,389.15,402.31,490
07-06-2006,389.15,396,410,312,369,348.05,347.07,6538
08-06-2006,348.05,344,345,278.5,300,298.45,294.78,17155
09-06-2006,298.45,290.05,356.5,290,356.5,338.45,329.03,5926
12-06-2006,338.45,326.1,326.1,300,300,306.6,313.56,2761
13-06-2006,306.6,300,334,280,300.05,300.05,295.88,6601
14-06-2006,300.05,299,321.95,280,285.05,289.75,296.22,1560
15-06-2006,289.75,302,314,292.1,312.95,309.3,306.67,2896
16-06-2006,309.3,325,345,300,318.95,322.1,323.97,2385
19-06-2006,322.1,340,386.55,315,386.55,383.35,369.46,19570
20-06-2006,383.35,395,445,370.1,390,399,415.85,28099
21-06-2006,399,397,410,389,398,396.3,399.67,3477
22-06-2006,396.3,400,408,376,390,391.85,395.63,1523
23-06-2006,391.85,374.65,382.5,367.5,371,371.45,373.54,1855
25-06-2006,371.45,400,400,385,390.5,393.65,396.2,152
26-06-2006,393.65,416,416,367,367,371.55,377.8,1155
27-06-2006,371.55,359.1,372.5,335.1,354.9,352.15,347.79,3740
28-06-2006,352.15,340.1,366,332,360,354.9,353.1,963
29-06-2006,354.9,366,404,366,395.95,394.55,396.75,33385
30-06-2006,394.55,414.7,420,399.5,415,412.2,406.74,59460
03-07-2006,412.2,415,415,400,405,400.5,404.42,1726
04-07-2006,400.5,414,415,400,400,400,401.85,927
05-07-2006,400,400,419,400,415.25,413.9,409.65,1860
06-07-2006,413.9,409,410,403.2,404,404.05,407.9,153
07-07-2006,404.05,405,405,381.2,390,396.05,399.05,1494
10-07-2006,396.05,400,400,381.6,384.95,381.9,389.48,712
11-07-2006,381.9,383.2,385,370,375,374.7,378.05,4353
12-07-2006,374.7,375,384,362,367,367.55,372.53,2187
13-07-2006,367.55,380,389,371.5,379.8,377,378.51,3103
14-07-2006,377,387.9,391,375,390,382.4,382.6,5136
17-07-2006,382.4,359,375,356.1,371,365.75,368.95,53760
18-07-2006,365.75,384,384,365.3,380,374.5,371.62,32047
19-07-2006,374.5,377,377,360.1,360.1,363.1,368.97,1239
20-07-2006,363.1,361,372.5,360,362,364.85,362.55,633
21-07-2006,364.85,367,367,344.5,350.5,349.95,349.28,1717
24-07-2006,349.95,342.1,349,342.1,348.3,348.3,344.04,237
25-07-2006,348.3,363.7,383.95,362.95,375,372.6,367.73,4275
26-07-2006,372.6,373,376,362.05,370,369.25,370.52,1750
27-07-2006,369.25,370,380,370,380,376.8,376.52,4052
28-07-2006,376.8,353.1,395,353.1,382.2,391.9,382.3,6144
31-07-2006,391.9,390,410,390,400.5,401.8,402.23,6641
01-08-2006,401.8,402,402,390,398,396.1,396.41,781
02-08-2006,396.1,398.95,400,389,389,391.15,393.19,1332
03-08-2006,391.15,391.25,391.25,382.15,382.15,382.2,387.42,1017
04-08-2006,382.2,386,390,382.5,390,385.5,385.02,534
07-08-2006,385.5,389.55,390,381,381,382.75,386.99,1155
08-08-2006,382.75,387,387,370,381.5,379.3,380.28,1726
09-08-2006,379.3,384.5,384.5,379.5,382,381.35,380.93,419
10-08-2006,381.35,388.9,388.9,379,380,379.85,381.59,1425
11-08-2006,379.85,389.8,389.8,380,386.55,385.95,384.46,1647
14-08-2006,385.95,380.4,390,380.4,386,387.25,385.91,374
16-08-2006,387.25,419,419,382,391.3,391.4,394.66,1677
17-08-2006,391.4,399,399,384,385,386.45,386.37,177
18-08-2006,386.45,387,387.6,375.5,375.5,375.5,382.9,501
21-08-2006,375.5,375.5,386.95,375.5,380.05,383.95,382.22,662
22-08-2006,383.95,382,384.4,375,375,378.15,379.5,662
23-08-2006,378.15,376.25,399,376.25,395.05,395,388.32,3079
24-08-2006,395,391,395,390.25,390.25,393.4,392.12,576
25-08-2006,393.4,393.25,393.5,393,393,393.4,393.28,255
28-08-2006,393.4,390.1,395,390,390.1,393.8,392.51,998
29-08-2006,393.8,390.1,394.35,390,390.1,390,390.06,2506
30-08-2006,390,390.2,393,390,390.1,390,390.25,17839
31-08-2006,390,390,393.5,390,390.1,390.45,390.51,1434
01-09-2006,390.45,390.1,393,390.1,392,391.95,391.06,580
04-09-2006,391.95,390,391.1,390,390,390.15,390.6,500
05-09-2006,390.15,390.1,390.3,390,390.1,390.1,390.02,7477
06-09-2006,390.1,391,391,390,390,390.05,390.16,921
07-09-2006,390.05,390.1,392.4,390.1,391.05,391.25,390.62,1390
08-09-2006,391.25,390.15,391.95,390,390.1,390.1,390.36,1903
11-09-2006,390.1,391.2,404,390.1,391.25,394.9,396.73,1067
12-09-2006,394.9,398,398,390,390.1,390.1,390.5,1202
13-09-2006,390.1,390.1,395,390.1,395,392.45,390.84,382
14-09-2006,392.45,393.9,395,391.25,392.2,393.6,393.21,1886
15-09-2006,393.6,390.1,392.1,390.1,391,391.3,391.28,857
18-09-2006,391.3,400,400,391.2,392.6,392.6,393.51,1050
19-09-2006,392.6,392.6,392.6,388,388,389.95,390.09,11660
20-09-2006,389.95,390,392.8,390,392,390,390.02,11861
21-09-2006,390,392,392,390,390,390,390.4,1060
22-09-2006,390,391,392.95,390,392.95,392.95,390.08,2090
25-09-2006,392.95,390,395,390,390,390.2,390.47,2588
26-09-2006,390.2,408,408,390,390,390.05,393.42,1323
27-09-2006,390.05,390.3,396,387.05,390,390,390.05,16656
28-09-2006,390,390,394,390,390,390,390.15,1205
29-09-2006,390,390,395,390,390,390,390.23,8259
03-10-2006,390,390.55,395,390.05,390.05,390.05,392.5,595
04-10-2006,390.05,398,398,390,390,390,392.62,403
05-10-2006,390,390.05,400,390.05,400,399.5,396.43,3989
06-10-2006,399.5,400,400,395,395,396.15,396.27,408
09-10-2006,396.15,390,404.95,390,395,392.8,396.42,813
10-10-2006,392.8,392.1,396.95,390.1,390.1,391.1,392.04,673
11-10-2006,391.1,391,394.95,390,390,390,390.16,1593
12-10-2006,390,390.25,391.75,390,390,390.2,390.25,355
13-10-2006,390.2,395.9,395.95,390,394,390.15,391.59,968
16-10-2006,390.15,390.3,399,390,390,390,390.26,852
17-10-2006,390,399,399,390,390.3,390.1,391,1580
18-10-2006,390.1,393,396.9,390,396.65,394.75,390.5,6592
19-10-2006,394.75,399,399,390,390,390,391.47,643
20-10-2006,390,390.05,399.9,390.05,395.4,395.55,395.01,202403
21-10-2006,395.55,400,400,392,397,396.3,396.63,538
23-10-2006,396.3,397.95,397.95,393,393.5,393,393.01,1563
26-10-2006,393,393,394.75,393,393,393,393.11,540
27-10-2006,393,391,394.85,390,390,390,390.21,2899
30-10-2006,390,390.1,394.9,390,390,390,390.34,932
31-10-2006,390,393.85,465,390,429,431.1,431.98,34391
01-11-2006,431.1,443,443,430,431.55,432,435.5,8139
02-11-2006,432,438.9,460,436.05,457,454.25,449.38,18321
03-11-2006,454.25,470,490,460.05,484,484,483.15,50642
06-11-2006,484,488,488,471.85,474.9,474.9,481.26,7458
07-11-2006,474.9,479,480,426.9,430,430.55,446.58,17056
08-11-2006,430.55,431,450,422,429.05,430.4,435.34,8091
09-11-2006,430.4,440.9,440.9,415,418,419.45,423.29,8891
10-11-2006,419.45,419,428.9,411.05,423,422.75,422.39,6949
13-11-2006,422.75,393.7,410,381.4,387.15,387.9,389.36,22847
14-11-2006,387.9,385.1,389.95,371,371,374.7,378.17,19644
15-11-2006,374.7,370.25,372,349,362,364,363.12,14503
16-11-2006,364,358,371.9,358,370.85,369.35,366.69,18352
17-11-2006,369.35,360.1,379,349,369,369,372.52,13971
20-11-2006,369,366,373.05,360,364,367.9,367.12,4441
21-11-2006,367.9,364,370,352.15,352.15,354.6,359.26,2018
22-11-2006,354.6,352.2,354,345.15,351,350.9,350.48,2717
23-11-2006,350.9,353,387,350.1,372.2,373.8,372.9,13197
24-11-2006,373.8,387,387,360,360.15,363.5,366.72,2531
27-11-2006,363.5,376,376,360,365,363.9,361.59,1644
28-11-2006,363.9,369.95,369.95,351.15,363,360.9,359.92,3525
29-11-2006,360.9,361.25,361.25,355,355,359.55,358.96,2534
30-11-2006,359.55,358,358,354,354,354.1,354.33,1376
01-12-2006,354.1,345,355,345,347.5,346.35,348.66,1666
04-12-2006,346.35,344,353.95,344,351.5,350.45,350.04,2591
05-12-2006,350.45,351,351,347.05,350,348.85,348.66,1116
06-12-2006,348.85,343.1,355,343.1,348,350.45,349.52,1080
07-12-2006,350.45,343,352,343,346.95,345.95,345.97,6094
08-12-2006,345.95,347.85,347.85,340.05,345.5,343.85,343.14,849
11-12-2006,343.85,344,347,340,347,345.6,344.92,3757
12-12-2006,345.6,345,349.9,345,346.1,346.1,345.95,3486
13-12-2006,346.1,345,346,345,346,345.85,345.43,5192
14-12-2006,345.85,345.05,353.55,345.05,350,350.15,348.02,4621
15-12-2006,350.15,342.1,349.8,342.1,349,347.1,348.2,4233
18-12-2006,347.1,351,352.5,347,350,350.1,349.95,1960
19-12-2006,350.1,388.15,390,350,350,350.4,362.83,3527
20-12-2006,350.4,357,357,350,356.95,355.05,352.82,2565
21-12-2006,355.05,352,368.95,350,361.5,363.95,357.44,16410
22-12-2006,363.95,366,369,365,369,367.5,367.2,26684
26-12-2006,367.5,368.65,368.65,355,367.65,362.1,360.3,17917
27-12-2006,362.1,351,366,351,360,360.25,364.29,16802
28-12-2006,360.25,362.1,366,360.55,366,364.4,364.17,27161
29-12-2006,364.4,365.1,369.7,360,365,366.15,366.46,20976
02-01-2007,366.15,369,370,360,360,360.8,365.57,2150
03-01-2007,360.8,370,372,364,370,370.05,369.13,46186
04-01-2007,370.05,370.5,371.9,370,371.2,370.35,370.32,20167
05-01-2007,370.35,370,382.9,370,382,381.65,377.81,42148
08-01-2007,381.65,376.5,382,375,380,378.45,378.56,69189
09-01-2007,378.45,373.65,380.5,373.5,378.05,379.85,378.56,30246
10-01-2007,379.85,376,380,374,380,376.6,375.08,58898
11-01-2007,376.6,361,375.9,361,375,375,373.57,19512
12-01-2007,375,384.8,384.8,366.25,369.2,368.4,373.78,8372
15-01-2007,368.4,370,379,366.05,371,375.2,374.79,26743
16-01-2007,375.2,414,414,385,389,392.4,403.9,36245
17-01-2007,392.4,398.9,399.95,383.05,384,384.65,386.49,7556
18-01-2007,384.65,390,402.95,380,393,394.75,393.3,10116
19-01-2007,394.75,390,397,375.55,389.9,385.4,383.97,3508
22-01-2007,385.4,392,395,385,388.8,390.5,390.57,4422
23-01-2007,390.5,380.5,393.95,380,389,392.75,391.24,1728
24-01-2007,392.75,385,390.3,385,390,388.55,389.42,672
25-01-2007,388.55,371.5,388,371.5,377.4,377.6,378,3361
29-01-2007,377.6,365.2,395,365.2,378.8,382,387.62,3704
31-01-2007,382,385,385,368.2,369,371.75,372.45,3261
01-02-2007,371.75,370,373.9,365,365,370.6,370.35,4326
02-02-2007,370.6,361.2,377,361.2,366.4,371.35,370.89,12287
05-02-2007,371.35,371.35,372.9,356.25,368.1,369.1,370.14,54236
06-02-2007,369.1,360.2,371,360.2,369.9,369.9,367.44,977
07-02-2007,369.9,370,382.9,361.1,362.25,367.85,365.94,20914
08-02-2007,367.85,369.1,379,361.3,372,366.65,366.68,6942
09-02-2007,366.65,380,440,380,427,432.5,421.92,172146
12-02-2007,432.5,433.8,448,404.35,431.05,431.75,426.8,72570
13-02-2007,431.75,429.8,450,415.05,437,433.1,435.93,37113
14-02-2007,433.1,431.85,431.85,412.7,425,417.95,420.37,15876
15-02-2007,417.95,424,430,418.1,425.15,425.2,425.53,17518
19-02-2007,425.2,422,428,412,420.25,424.5,421.92,34703
20-02-2007,424.5,415.1,427.9,415.1,422.3,424.15,423.16,13817
21-02-2007,424.15,429,429.8,418.05,427,425.15,424.99,30321
22-02-2007,425.15,426.4,427,412.05,425,421.95,423.28,3951
23-02-2007,421.95,423,439,417.05,420,420.35,426.48,15234
26-02-2007,420.35,439,439,420,428.9,426.65,425.81,3618
27-02-2007,426.65,416.35,427.95,416.35,427.95,426.05,424.56,3510
28-02-2007,426.05,400,420,392.1,401,403.25,406.52,5545
01-03-2007,403.25,400,409.95,385,409.95,396.3,393.93,5934
02-03-2007,396.3,405.05,415.7,386.6,410.05,414.65,409.87,4022
05-03-2007,414.65,390,400,375.1,395,395.65,393.05,19390
06-03-2007,395.65,385,405,385,402,401.7,399.4,10051
07-03-2007,401.7,401,402,362.55,384,380.05,383.47,3544
08-03-2007,380.05,375.05,400,375.05,400,397.55,393.14,2622
09-03-2007,397.55,399,409.95,382.3,405,403,401.42,9167
12-03-2007,403,405,409,380.1,406.85,405.15,405.16,6162
13-03-2007,405.15,409.8,409.8,398,407,406.75,405.35,2551
14-03-2007,406.75,412,412,397.5,410,408.85,406.64,4645
15-03-2007,408.85,402.7,405,392.2,392.2,397.8,400.96,2331
16-03-2007,397.8,394,411,394,411,407.15,405.1,3203
19-03-2007,407.15,395,413,395,408,408.75,408.95,1640
20-03-2007,408.75,403,434.95,402.1,425,425,411.93,8982
21-03-2007,425,425,432,409.85,427,425.35,423.99,4777
22-03-2007,425.35,417,421,412,414.1,416.7,418.53,1303
23-03-2007,416.7,415.25,420,410,410,416.55,415.39,2646
26-03-2007,416.55,415,421,407.05,407.05,414.5,415.59,4117
28-03-2007,414.5,413,424.1,412,424,420.55,416.57,20123
29-03-2007,420.55,415,428,413,424.95,421.75,422.79,6040
30-03-2007,421.75,420,430,420,425.05,425.05,424.61,5210
02-04-2007,425.05,405,425.4,405,425.4,421.8,420.53,21633
03-04-2007,421.8,420,425,418,425,423.9,422.49,3689
04-04-2007,423.9,420.25,420.25,408,408,412.55,419.77,1028
05-04-2007,412.55,402,411,402,407,407.65,408.49,678
09-04-2007,407.65,420,420,405,410,412,410.98,1294
10-04-2007,412,409.05,419,409.05,413,415.6,411.03,2073
11-04-2007,415.6,413,419.95,405,419.95,414.85,411.53,13082
12-04-2007,414.85,415.65,430.95,415.65,428.8,427.5,423.73,14248
13-04-2007,427.5,424.55,427,415.2,427,419.75,423.27,5035
16-04-2007,419.75,425.05,427,425,425.1,425.05,425.55,3035
17-04-2007,425.05,425,430,425,425,425,426.61,3684
18-04-2007,425,433,440,425,425,425.15,425.75,3607
19-04-2007,425.15,424,426,422.3,425,425,424.33,523
20-04-2007,425,425,429.5,425,425.25,425.85,425.46,537
23-04-2007,425.85,425.05,428.7,425,425,425,425.29,471
24-04-2007,425,426.35,426.65,425,425.1,425.1,425.35,533
25-04-2007,425.1,425.1,425.5,425,425,425.05,425.04,552
26-04-2007,425.05,425,428.15,424,424,424,424.88,498
27-04-2007,424,425,427,422,422,422,423.99,616
30-04-2007,422,430,430,422,422,422,423.34,694
03-05-2007,422,424.95,449.9,416,441,436.4,436.22,10611
04-05-2007,436.4,427.1,450,427.1,429,429.95,443.3,4118
07-05-2007,429.95,435,435,423.05,428,427.35,425.94,1627
08-05-2007,427.35,419,437.6,419,425.6,425.55,427.56,1004
09-05-2007,425.55,420,420,411.2,411.2,419.9,419.82,6749
10-05-2007,419.9,425,441,425,433.5,427.4,434.24,5942
11-05-2007,427.4,439.9,460.8,435,452.45,450.4,451.23,15351
14-05-2007,450.4,474,474.9,460.1,460.15,464.95,469.69,15749
15-05-2007,464.95,475,516,456.1,499,502.85,488.18,33116
16-05-2007,502.85,509.95,509.95,465.4,468,470.15,480.31,29395
17-05-2007,470.15,560,560,417,430,434.85,470.68,159341
18-05-2007,434.85,408.1,440,408.1,421.55,426.65,429.17,19904
21-05-2007,426.65,444,444,409.95,409.95,414,418.28,14736
22-05-2007,414,413,414,391.1,395,400.75,399.93,48116
23-05-2007,400.75,385.55,423.95,385.55,412,417.75,416.48,33526
24-05-2007,417.75,414,415,393,407,401.05,403.65,22471
25-05-2007,401.05,407,407,371,399,401.2,390.92,49389
28-05-2007,401.2,375.1,414.95,375.1,396.6,403.4,407.42,12068
29-05-2007,403.4,407.6,412,397,406,401.15,403.84,10649
30-05-2007,401.15,401,405,380,385,386.6,395.11,12922
31-05-2007,386.6,386.6,401,375,390,390.95,394.13,7755
01-06-2007,390.95,410,415,392.65,396.35,399.25,399.34,17497
04-06-2007,399.25,408,408,386,388.05,391.15,395.54,10118
05-06-2007,391.15,376,403.8,376,402,399.95,398.38,10225
06-06-2007,399.95,409,410,393.2,396,397.95,399.05,6173
07-06-2007,397.95,398,401.5,392,395.5,400.2,397.33,9474
08-06-2007,400.2,392,399.8,385.6,392.5,393.35,392.7,3015
11-06-2007,393.35,384.05,399,384.05,390.3,391.45,397.87,71818
12-06-2007,391.45,396,402,372,386,390.2,388.91,12720
13-06-2007,390.2,385.05,395,376.2,381.1,382,387.28,16460
14-06-2007,382,384,394.8,382.5,393,390.75,390.14,16530
15-06-2007,390.75,389.95,392.25,384.3,390.5,389.45,389.71,22334
18-06-2007,389.45,386,389.75,375.5,376,379.4,383.41,6410
19-06-2007,379.4,383.5,383.5,377.55,378.25,379.95,379.82,4301
20-06-2007,379.95,380,382,370,375,373.8,374.73,29664
21-06-2007,373.8,375,375,370,375,373.9,373.82,14391
22-06-2007,373.9,371.5,372.9,364,369,368.7,367.55,22629
25-06-2007,368.7,368,376,363.15,366.5,367.1,368.5,7318
26-06-2007,367.1,370,370,355.05,358,359.95,360.72,21485
27-06-2007,359.95,365,390,361,370.1,373.9,375.01,58598
28-06-2007,373.9,375,390,374,380,379.35,382.66,24951
29-06-2007,379.35,374,384,374,378,378.5,380.15,2480
02-07-2007,378.5,380.1,382,376,380,379.65,379.54,4092
03-07-2007,379.65,380,383,374,380,377.6,377.98,3639
04-07-2007,377.6,380,380,369,370,370.05,372.43,3966
05-07-2007,370.05,373.3,376.85,361,363.75,366.35,367.87,5833
06-07-2007,366.35,365,365,360,363.8,362.6,363.66,6070
09-07-2007,362.6,370,375,363.5,365,365.2,368.79,6613
10-07-2007,365.2,369.9,373.9,365,365,366.65,367.67,11700
11-07-2007,366.65,355,383,355,373.1,375.55,375.38,17094
12-07-2007,375.55,379.95,380,370,371,372.3,374.72,13620
13-07-2007,372.3,383,389.9,372.6,372.6,375.2,376.59,21476
16-07-2007,375.2,370,380,370,375,375.3,376.38,8176
17-07-2007,375.3,378.75,384.9,378,382.9,381.85,380.52,10663
18-07-2007,381.85,381.95,381.95,374.2,375,375.25,375.37,10575
19-07-2007,375.25,376.2,389.9,376.15,385,387.3,383.8,8364
20-07-2007,387.3,387.3,390,385,385,385,387.28,5560
23-07-2007,385,382.5,390,382.5,389.25,386.55,386.79,2326
24-07-2007,386.55,388,389.9,385,385.5,385.85,385.4,12264
25-07-2007,385.85,390,390,376,380.5,380.55,382.42,959
26-07-2007,380.55,388.9,388.9,380,380,380.45,381.05,995
27-07-2007,380.45,379,379,371.05,377,376.45,373.91,1791
30-07-2007,376.45,377.4,377.4,362.05,369.5,366.35,369.17,4977
31-07-2007,366.35,370,378,369.55,370,370.65,371.54,23008
01-08-2007,370.65,366,384,365.35,373,375.05,370.11,11763
02-08-2007,375.05,378,383,376.05,376.05,378.5,379.66,2925
03-08-2007,378.5,380,380,370,370,371.3,374.98,142957
06-08-2007,371.3,374,374,364,368.85,368.2,365.42,905
07-08-2007,368.2,375.2,380,370,380,376.9,374.16,3967
08-08-2007,376.9,378,378.5,370,371.7,370.5,372.54,1123
09-08-2007,370.5,378,378,370,378,375.05,374.62,3377
10-08-2007,375.05,375,375,365,370,370.2,368.27,2539
13-08-2007,370.2,377,395,377,395,390.6,386.87,9020
14-08-2007,390.6,390,390,380.15,389.8,388.8,388.32,8732
16-08-2007,388.8,388,390,366.2,367,369.2,374.56,677
17-08-2007,369.2,368.05,375,350,368.5,365.05,363.25,4009
20-08-2007,365.05,356,373.9,356,361,362.65,363.93,1137
21-08-2007,362.65,362,366,358.5,358.5,359.6,360.82,1666
22-08-2007,359.6,336.2,360.15,336.2,351.25,355.05,355.28,1128
23-08-2007,355.05,385,385,350,355,354.9,354.95,5159
24-08-2007,354.9,352.05,354.9,350,353.5,351.2,351.57,567
27-08-2007,351.2,341,388,341,365,362.5,374.67,6702
28-08-2007,362.5,374,374.5,360.55,364.05,364.15,365.21,1611
29-08-2007,364.15,340.45,372,340.45,370.6,369.6,367.03,1527
30-08-2007,369.6,360,375,360,370,370.15,368.6,2643
31-08-2007,370.15,382.95,384.9,374.35,375,376.4,375.62,1964
03-09-2007,376.4,375,375,365,366.2,367.1,370.22,1366
04-09-2007,367.1,370,375,367,370,368.8,369.55,1892
05-09-2007,368.8,370,371,363,363,363.5,366.6,2265
06-09-2007,363.5,363.5,367,360,360,360.15,362.38,955
07-09-2007,360.15,357,370,356,356.1,356.55,359.39,4727
10-09-2007,356.55,356.55,366.9,354,360,359.8,358.9,5079
11-09-2007,359.8,360,363.5,355.75,360.95,360.95,359.95,4808
12-09-2007,360.95,360,363.75,358.75,360,360,360.22,585
13-09-2007,360,357,362,357,361,360.15,359.73,1065
14-09-2007,360.15,364.9,366.7,360,362,362.75,363.98,4185
17-09-2007,362.75,368,368,351.1,357,356.85,359.14,1306
18-09-2007,356.85,351,360.9,351,360.9,360.3,359.7,1678
19-09-2007,360.3,372,372,358.4,361,360.2,361.66,4239
20-09-2007,360.2,365,365,360,361,360.2,360.63,1973
21-09-2007,360.2,363.95,366,360,360,360,360.86,6019
24-09-2007,360,355,365,354.9,361,360.05,360.03,134117
25-09-2007,360.05,375,375,348,360,359.85,360.64,2941
26-09-2007,359.85,364.85,364.85,358.5,359.6,359.75,359.95,5535
27-09-2007,359.75,369.5,369.5,354,360,360.1,359.24,6636
28-09-2007,360.1,360,380,357,357,364.45,366.6,26885
01-10-2007,364.45,345,363.95,345,355,355.1,357.45,1957
03-10-2007,355.1,358,360,342.1,344.95,344.35,352.25,5755
04-10-2007,344.35,365,365,343,351,351.8,347.55,9067
05-10-2007,351.8,355,358.95,346.1,351,352.85,352.81,4899
08-10-2007,352.85,354,362,346.5,360,359.9,359.16,16493
09-10-2007,359.9,350,365,350,364.85,363.55,360.98,14792
10-10-2007,363.55,350,369.5,340.05,360,360,360.8,14188
11-10-2007,360,350,360,350,356.6,358.25,359.36,6002
12-10-2007,358.25,355,360,349,355,352.95,353.07,5331
15-10-2007,352.95,359,359,347,347,348.9,351.75,2342
